word,common,prefix,distinct
paradox,2571,-1,-1
paragraph,1562,-1,1037
parakeet,6227,-1,-1
paralegal,5498,-1,2833
paralyses,7140,-1,-1
paralysis,3028,-1,1777
paralyze,5801,-1,2957
paramedic,3995,-1,-1
parameter,2736,-1,-1
paramount,2284,-1,1409
parasail,7468,-1,-1
parasite,2927,-1,1725
parasitic,3708,-1,-1
parcel,2451,-1,1491
parched,5095,-1,-1
parchment,3851,-1,-1
pardon,2058,-1,1294
parish,1412,-1,964
parka,5460,-1,-1
parking,811,-1,-1
parkway,3467,-1,1969
parlor,3496,-1,1982
parmesan,4071,-1,2227
parole,2153,-1,-1
parrot,2998,-1,-1
parsley,3709,-1,-1
parsnip,6352,-1,3205
partake,3852,-1,2148
parted,3148,-1,-1
parting,3392,-1,-1
partition,2452,-1,-1
partly,1066,-1,-1
partner,404,-1,334
partridge,3961,-1,-1
party,68,66,59
passable,5329,-1,-1
passably,7132,-1,-1
passage,1116,-1,792
passcode,5650,-1,-1
passenger,951,-1,-1
passerby,6052,-1,3080
passing,609,397,489
passion,860,-1,-1
passive,1563,-1,-1
passivism,7698,-1,-1
passover,4033,-1,-1
passport,1523,-1,-1
password,1507,-1,1012
pasta,1812,-1,1165
pasted,4630,-1,-1
pastel,3770,-1,2109
pastime,4341,-1,-1
pastor,1469,-1,994
pastrami,6326,-1,-1
pasture,3429,-1,-1
pasty,5096,-1,-1
patchwork,4342,-1,2349
patchy,4949,-1,-1
paternal,3737,-1,-1
paternity,3805,-1,-1
path,528,-1,426
patience,1225,-1,-1
patient,463,325,378
patio,3149,-1,1830
patriarch,3588,-1,2024
patriot,2285,-1,-1
patrol,1348,-1,930
patronage,3122,-1,1817
patronize,5591,-1,-1
pauper,5393,1277,-1
pavement,2622,-1,-1
paver,6882,-1,-1
pavestone,7699,-1,3689
pavilion,2594,920,1567
paving,3223,-1,-1
pawing,6601,1348,-1
payable,2965,-1,1744
payback,3650,-1,-1
paycheck,2966,-1,1745
payday,2623,-1,1582
payee,6548,-1,3282
payer,3883,-1,-1
paying,484,338,-1
payment,573,-1,462
payphone,6430,-1,3229
payroll,2204,-1,-1
pebble,3497,1069,1983
pebbly,7001,-1,-1
pecan,4950,-1,2615
pectin,6327,-1,3193
peculiar,2453,891,1492
peddling,4668,-1,-1
pediatric,2859,967,1698
pedicure,5618,-1,2877
pedigree,3468,-1,-1
pedometer,6623,-1,3312
pegboard,6941,1359,3436
pelican,4455,-1,-1
pellet,4343,-1,2350
pelt,5068,-1,-1
pelvis,3738,1093,2092
penalize,5527,-1,-1
penalty,843,490,-1
pencil,1737,-1,1128
pendant,3191,-1,-1
pending,1585,-1,-1
penholder,7700,-1,3690
penknife,6929,-1,3429
pennant,5069,-1,-1
penniless,5193,-1,2710
penny,1490,-1,1005
penpal,7141,-1,3506
pension,1192,-1,839
pentagon,2378,-1,1457
pentagram,5992,-1,-1
pep,2894,970,1709
perceive,2314,-1,1427
percent,248,207,210
perch,3651,-1,2053
percolate,6770,-1,-1
perennial,2928,-1,1726
perfected,3617,-1,-1
perfectly,639,-1,509
perfume,2235,-1,1389
periscope,5134,-1,2688
perish,3560,-1,-1
perjurer,7259,-1,-1
perjury,3589,-1,2025
perkiness,7512,-1,-1
perky,4875,-1,-1
perm,4262,-1,-1
peroxide,4214,-1,-1
perpetual,2624,-1,1583
perplexed,4520,-1,2427
persecute,5354,-1,2768
persevere,4847,-1,-1
persuaded,2180,-1,1362
persuader,7044,-1,-1
pesky,4344,-1,2351
peso,4703,-1,2512
pessimism,4821,-1,2565
pessimist,5743,-1,-1
pester,6019,-1,-1
pesticide,3771,1097,2110
petal,4551,-1,2441
petite,3192,-1,-1
petition,1067,566,764
petri,4778,-1,2549
petroleum,1859,-1,-1
petted,6315,-1,-1
petticoat,5860,-1,2996
pettiness,6053,-1,-1
petty,1491,-1,-1
petunia,6228,-1,3155
phantom,2154,833,1349
phobia,4345,-1,2352
phoenix,1208,-1,849
phonebook,6809,-1,3380
phoney,5672,-1,-1
phonics,5916,-1,-1
phoniness,7338,-1,-1
phony,3469,-1,1970
phosphate,3224,-1,1857
photo,288,230,241
phrase,1068,567,765
phrasing,4779,-1,-1
placard,5619,-1,2878
placate,5432,-1,-1
placidly,7150,-1,3511
plank,3092,-1,-1
planner,2860,-1,-1
plant,354,-1,299
plasma,1738,-1,1129
plaster,2861,-1,-1
plastic,762,-1,583
plated,3123,-1,-1
platform,566,-1,455
plating,4179,-1,-1
platinum,1586,-1,1051
platonic,3962,-1,-1
platter,3772,-1,-1
platypus,5673,-1,2900
plausible,2536,-1,1536
plausibly,5888,-1,-1
playable,3294,-1,-1
playback,3534,-1,2001
player,161,-1,136
playful,2862,-1,1699
playgroup,6472,-1,3249
playhouse,3925,-1,2173
playing,104,95,91
playlist,2625,-1,1584
playmaker,4977,-1,-1
playmate,5279,-1,2742
playoff,1371,-1,942
playpen,6457,-1,-1
playroom,6054,-1,3081
playset,6353,-1,-1
plaything,6165,-1,-1
playtime,4704,-1,-1
plaza,1834,-1,1179
pleading,2863,-1,-1
pleat,6715,-1,-1
pledge,1628,-1,-1
plentiful,3430,-1,1952
plenty,511,357,413
plethora,3806,-1,2124
plexiglas,6569,-1,3291
pliable,5829,1310,-1
plod,6589,-1,-1
plop,5917,-1,-1
plot,668,425,530
plow,3926,-1,-1
ploy,3884,-1,-1
pluck,4215,-1,2293
plug,1349,-1,-1
plunder,4346,-1,2353
plunging,4485,-1,2407
plural,2803,-1,1671
plus,304,240,257
plutonium,3807,-1,2125
plywood,3652,1088,2054
poach,5712,1301,-1
pod,2346,875,-1
poem,1146,592,809
poet,1209,-1,-1
pogo,5280,1265,2743
pointed,824,481,-1
pointer,2595,-1,-1
pointing,1226,-1,-1
pointless,1906,-1,1224
pointy,4311,-1,2332
poise,4552,-1,2442
poison,1470,-1,-1
poker,1694,733,-1
poking,3253,-1,-1
polar,1710,-1,-1
police,119,107,102
policy,170,-1,-1
polio,3710,-1,2082
polish,1089,-1,778
politely,3062,-1,1789
polka,3963,-1,2182
polo,2181,-1,-1
polyester,4312,-1,2333
polygon,4553,-1,2443
polygraph,5394,-1,2786
polymer,2537,-1,-1
poncho,5355,-1,2769
pond,1675,730,-1
pony,2081,-1,-1
popcorn,2286,-1,1410
pope,952,-1,-1
poplar,4456,-1,-1
popper,4876,-1,-1
poppy,2684,-1,-1
popsicle,5281,-1,-1
populace,3498,-1,-1
popular,236,198,198
populate,5135,-1,-1
porcupine,5097,-1,2671
pork,1564,-1,-1
porous,3393,-1,1934
porridge,4313,-1,2334
portable,1695,-1,-1
portal,1629,-1,1076
portfolio,1329,-1,917
porthole,6570,-1,3292
portion,735,451,-1
portly,6328,-1,-1
portside,6971,-1,-1
poser,5744,-1,-1
posh,3295,-1,-1
posing,2347,-1,-1
possible,108,98,94
possibly,464,-1,-1
possum,4905,-1,2599
postage,2929,-1,-1
postal,1763,-1,-1
postbox,7054,-1,3473
postcard,3150,-1,1831
posted,289,-1,242
poster,1251,-1,-1
posting,939,-1,-1
postnasal,7526,-1,3645
posture,2512,-1,-1
postwar,3254,-1,-1
pouch,3193,-1,1846
pounce,4822,-1,-1
pouncing,6683,-1,-1
pound,1038,557,-1
pouring,1962,-1,-1
pout,5255,-1,-1
powdered,3590,-1,-1
powdering,7142,-1,3507
powdery,5433,-1,-1
power,61,59,53
powwow,6590,-1,3302
pox,4669,1192,-1
praising,2652,-1,-1
prance,6390,-1,-1
prancing,5918,-1,-1
pranker,7701,-1,-1
prankish,7521,-1,3643
prankster,5674,-1,2901
prayer,893,510,-1
praying,1650,-1,-1
preacher,2423,-1,1475
preaching,2400,-1,1467
preachy,6414,-1,-1
preamble,5136,-1,2689
precinct,2626,-1,-1
precise,1372,-1,943
precision,1601,-1,-1
precook,7702,-1,-1
precut,7185,-1,-1
predator,2348,-1,1443
predefine,7703,-1,3691
predict,1471,-1,-1
preface,3326,-1,-1
prefix,3853,-1,2149
preflight,6868,-1,-1
preformed,6254,-1,3166
pregame,4951,-1,-1
pregnancy,1020,-1,-1
pregnant,699,-1,550
preheated,6391,-1,-1
prelaunch,7158,-1,-1
prelaw,7442,-1,3614
prelude,3618,-1,2039
premiere,1314,-1,909
premises,1587,-1,-1
premium,1021,-1,740
prenatal,4100,-1,-1
preoccupy,7121,-1,-1
preorder,4592,-1,-1
prepaid,3619,-1,-1
prepay,6647,-1,-1
preplan,7531,-1,-1
preppy,5861,-1,2997
preschool,2930,-1,1727
prescribe,3327,-1,-1
preseason,2513,-1,-1
preset,4906,-1,-1
preshow,6990,-1,-1
president,78,73,68
presoak,7704,-1,3692
press,175,-1,-1
presume,2596,-1,-1
presuming,5461,-1,2819
preteen,6108,-1,-1
pretended,2737,-1,1640
pretender,5330,-1,-1
pretense,4670,-1,-1
pretext,3711,-1,-1
pretty,101,-1,88
pretzel,4780,-1,2550
prevail,2804,-1,-1
prevalent,2155,-1,1350
prevent,442,-1,-1
preview,1711,-1,1112
previous,274,-1,229
prewar,5830,-1,-1
prewashed,7560,-1,-1
prideful,6269,-1,3172
pried,6392,-1,-1
primal,3561,-1,-1
primarily,795,-1,-1
primary,364,-1,307
primate,4180,-1,-1
primer,2967,-1,-1
primp,7339,-1,-1
princess,736,-1,-1
print,726,-1,564
prior,391,-1,323
prism,3151,-1,1832
prison,435,-1,358
prissy,6473,-1,3250
pristine,3535,-1,-1
privacy,980,-1,717
private,162,140,137
privatize,6055,-1,-1
prize,661,-1,523
proactive,3255,-1,-1
probable,2127,-1,-1
probably,105,-1,92
probation,2128,-1,1339
probe,1651,-1,-1
probing,3927,-1,-1
probiotic,5941,-1,-1
problem,93,87,82
procedure,861,-1,637
process,136,-1,116
proclaim,3712,-1,-1
procreate,6084,-1,3098
procurer,7143,-1,-1
prodigal,4978,-1,2623
prodigy,3773,-1,-1
produce,452,-1,-1
product,305,-1,258
profane,4848,-1,-1
profanity,4486,-1,2408
professed,4263,-1,-1
professor,348,-1,-1
profile,419,-1,345
profound,1764,-1,-1
profusely,4781,-1,2551
progeny,4705,-1,2513
prognosis,3536,-1,2002
program,133,-1,114
progress,453,-1,-1
projector,3256,-1,-1
prologue,3854,-1,-1
prolonged,2082,-1,1308
promenade,4072,-1,2228
prominent,1022,-1,741
promoter,2772,-1,1657
promotion,904,-1,-1
prompter,6761,-1,-1
promptly,1999,-1,-1
prone,1789,-1,1154
prong,5331,-1,-1
pronounce,2486,-1,1512
pronto,5165,-1,-1
proofing,5395,-1,2787
proofread,5968,-1,3040
proofs,3394,-1,1935
propeller,3537,-1,2003
properly,597,-1,-1
property,203,-1,169
proponent,4136,-1,-1
proposal,812,-1,609
propose,1652,-1,-1
props,2315,-1,-1
prorate,7328,-1,-1
protector,2424,-1,1476
protegee,7238,-1,3546
proton,3225,-1,-1
prototype,2029,-1,1285
protozoan,6839,-1,3392
protract,7465,-1,3623
protrude,6206,-1,-1
proud,454,-1,371
provable,6229,-1,-1
proved,796,-1,-1
proven,1023,-1,-1
provided,258,-1,217
provider,1431,-1,-1
providing,512,-1,414
province,813,-1,-1
proving,1630,-1,-1
provoke,2968,-1,1746
provoking,3063,-1,-1
provolone,6534,-1,-1
prowess,3470,-1,-1
prowler,6085,-1,-1
prowling,5919,-1,-1
proximity,1907,-1,1225
proxy,2287,-1,1411
prozac,5592,-1,2868
prude,5993,-1,-1
prudishly,7705,-1,3693
prune,4849,-1,-1
pruning,4521,1174,-1
pry,4414,1159,-1
psychic,2108,824,1326
public,53,51,45
publisher,1373,-1,944
pucker,6133,1327,3121
pueblo,3855,1106,2150
pug,4314,1147,-1
pull,420,300,346
pulmonary,2969,-1,1747
pulp,2425,-1,-1
pulsate,7144,-1,-1
pulse,1508,-1,1013
pulverize,6810,-1,3381
puma,3885,1109,2158
pumice,6166,-1,3136
pummel,6488,-1,3259
punch,1039,558,-1
punctual,5256,-1,2731
punctuate,6474,-1,-1
punctured,4782,-1,-1
pungent,5008,-1,-1
punisher,5137,-1,-1
punk,1227,-1,859
pupil,2083,-1,1309
puppet,2109,-1,1327
puppy,1631,721,1077
purchase,529,366,427
pureblood,7110,-1,-1
purebred,5764,-1,2942
purely,1432,-1,972
pureness,7186,-1,3523
purgatory,4347,-1,-1
purge,2738,-1,1641
purging,4907,-1,-1
purifier,5994,-1,3051
purify,4487,-1,2409
purist,5969,-1,-1
puritan,4671,-1,2497
purity,2401,-1,-1
purple,1040,-1,751
purplish,5620,-1,2879
purposely,3152,-1,-1
purr,5499,-1,-1
purse,1739,-1,-1
pursuable,7706,-1,-1
pursuant,2773,-1,-1
pursuit,1389,-1,951
purveyor,6056,-1,3082
pushcart,6848,-1,-1
pushchair,6744,-1,3357
pusher,4952,-1,-1
pushiness,7504,-1,-1
pushing,862,498,638
pushover,5713,-1,-1
pushpin,7527,-1,-1
pushup,6883,-1,3408
pushy,4706,-1,-1
putdown,7370,-1,-1
putt,4137,1130,2261
puzzle,1712,735,1113
puzzling,4216,-1,-1
pyramid,2236,852,1390
pyromania,7267,-1,3562
python,2156,834,1351
quack,4488,-1,-1
quadrant,3668,-1,2063
quail,4217,-1,-1
quaintly,7090,-1,-1
quake,3124,-1,1818
quaking,6316,-1,-1
qualified,825,-1,617
qualifier,3257,-1,-1
qualify,1252,-1,-1
quality,204,171,170
qualm,7070,-1,-1
quantum,1492,-1,1006
quarrel,3591,-1,-1
quarry,2653,-1,1601
quartered,5356,-1,-1
quarterly,1653,-1,-1
quarters,1174,-1,826
quartet,2832,-1,-1
quench,5070,-1,2664
query,2538,908,1537
quicken,5166,-1,2697
quickly,275,224,230
quickness,5257,-1,-1
quicksand,5714,-1,-1
quickstep,6696,-1,-1
quiet,585,-1,471
quill,4315,-1,2335
quilt,3774,-1,-1
quintet,5194,-1,-1
quintuple,6786,-1,3370
quirk,4218,-1,2294
quit,727,-1,-1
quiver,5226,-1,2718
quizzical,6728,-1,3348
quotable,6255,-1,-1
quotation,2931,-1,1728
quote,763,460,584
rabid,4219,1139,2295
race,223,187,187
racing,777,-1,-1
racism,1147,-1,810
rack,1860,-1,-1
racoon,6633,-1,3316
radar,1228,-1,860
radial,3125,-1,-1
radiance,4554,-1,-1
radiantly,7045,-1,3468
radiated,5195,-1,-1
radiation,1117,-1,-1
radiator,3499,-1,-1
radio,265,216,223
radish,5396,-1,2788
raffle,3996,-1,-1
raft,3093,1003,1804
rage,1413,666,-1
ragged,3997,-1,-1
raging,2514,-1,-1
ragweed,6697,-1,-1
raider,3592,-1,-1
railcar,6698,-1,3340
railing,3739,-1,-1
railroad,1041,-1,752
railway,826,482,-1
raisin,4672,-1,2498
rake,3365,1049,-1
raking,4877,-1,-1
rally,1011,547,738
ramble,5196,-1,-1
rambling,3928,-1,-1
ramp,2030,806,1286
ramrod,6648,-1,3322
ranch,1565,-1,1038
rancidity,7437,-1,3613
random,669,426,531
ranged,2260,-1,-1
ranger,1908,-1,-1
ranging,1253,-1,-1
ranked,998,-1,729
ranking,1254,-1,-1
ransack,6869,-1,3403
ranting,4181,-1,-1
rants,4264,-1,-1
rare,465,326,-1
rarity,3431,-1,-1
rascal,4457,-1,2396
rash,2454,892,-1
rasping,6549,-1,-1
ravage,5995,-1,-1
raven,2129,828,-1
ravine,4138,-1,2262
raving,4139,-1,-1
ravioli,5167,-1,2698
ravishing,5675,-1,-1
reabsorb,7244,-1,3551
reach,317,-1,-1
reacquire,6981,-1,-1
reaction,501,-1,-1
reactive,2833,-1,-1
reactor,2031,-1,-1
reaffirm,5258,-1,2732
ream,6297,-1,-1
reanalyze,7561,-1,3653
reappear,4673,-1,-1
reapply,5676,-1,-1
reappoint,7191,-1,-1
reapprove,7707,-1,-1
rearrange,4674,-1,-1
rearview,5593,-1,-1
reason,120,108,103
reassign,6535,-1,3276
reassure,3620,-1,-1
reattach,6500,-1,-1
reawake,7708,-1,-1
rebalance,5862,-1,-1
rebate,3593,-1,-1
rebel,1472,682,995
rebirth,3296,-1,1891
reboot,2834,-1,1685
reborn,3328,-1,1906
rebound,2864,-1,-1
rebuff,6475,-1,3251
rebuild,1861,-1,1194
rebuilt,2597,-1,-1
reburial,6982,-1,-1
rebuttal,4348,-1,2354
recall,921,-1,677
recant,6329,-1,-1
recapture,3964,-1,-1
recast,4908,-1,2600
recede,5621,-1,2880
recent,249,-1,-1
recess,2865,-1,-1
recharger,7366,-1,3596
recipient,1765,-1,1138
recital,3669,-1,-1
recite,3670,-1,-1
reckless,2059,-1,-1
reclaim,3153,-1,-1
recliner,6020,-1,-1
reclining,5009,-1,-1
recluse,4979,-1,-1
reclusive,5462,-1,-1
recognize,749,-1,577
recoil,3998,-1,2198
recollect,5677,-1,-1
recolor,7214,-1,-1
reconcile,2970,-1,-1
reconfirm,7002,-1,-1
reconvene,6086,-1,-1
recopy,7562,-1,-1
record,152,135,128
recount,3808,-1,2126
recoup,4783,-1,-1
recovery,670,-1,-1
recreate,2895,-1,-1
rectal,5037,-1,-1
rectangle,3809,-1,2127
rectified,4980,-1,-1
rectify,4073,-1,2229
recycled,2774,-1,-1
recycler,6811,-1,-1
recycling,2205,-1,1374
reemerge,7071,-1,-1
reenact,6330,-1,-1
reenter,6317,-1,-1
reentry,5259,1262,2733
reexamine,6458,-1,3242
referable,7255,-1,-1
referee,1963,-1,-1
reference,495,345,400
refill,3810,-1,2128
refinance,4981,-1,-1
refined,2032,-1,-1
refinery,2999,-1,1764
refining,3258,-1,-1
refinish,7072,-1,-1
reflected,1390,-1,-1
reflector,4707,-1,2514
reflex,3154,-1,1833
reflux,4736,-1,-1
refocus,5594,-1,-1
refold,7454,-1,-1
reforest,7281,-1,-1
reformat,6716,-1,3346
reformed,2627,-1,-1
reformer,4220,-1,-1
reformist,4982,-1,-1
refract,7018,-1,-1
refrain,2572,-1,1552
refreeze,7187,-1,-1
refresh,2515,-1,-1
refried,6699,-1,-1
refueling,4953,-1,-1
refund,1766,-1,1139
refurbish,6021,-1,3062
refurnish,7588,-1,-1
refusal,2033,-1,-1
refuse,940,-1,690
refusing,1654,-1,1087
refutable,7351,-1,-1
refute,4182,-1,-1
regain,2288,-1,-1
regalia,5651,-1,2893
regally,7192,-1,-1
reggae,3064,-1,1790
regime,1069,-1,766
region,276,225,231
register,662,-1,524
registrar,3395,-1,-1
registry,2182,-1,-1
regress,5863,-1,2998
regretful,6057,-1,3083
regroup,4489,-1,2410
regular,306,-1,259
regulate,1930,-1,-1
regulator,2598,-1,-1
rehab,2130,829,1340
reheat,5942,-1,3026
rehire,6634,-1,-1
rehydrate,6700,-1,-1
reimburse,4490,-1,-1
reissue,4675,-1,-1
reiterate,4221,1140,2296
rejoice,3094,1004,1805
rejoicing,4823,-1,-1
rejoin,3999,-1,-1
rekindle,5622,1294,2881
relapse,3562,-1,-1
relapsing,6037,-1,-1
relatable,3538,-1,-1
related,210,177,175
relation,1054,-1,-1
relative,797,-1,-1
relax,1090,-1,779
relay,1964,-1,-1
relearn,6476,-1,3252
release,215,-1,179
relenting,7040,-1,-1
reliable,1091,-1,-1
reliably,3297,-1,1892
reliance,2084,-1,-1
reliant,3259,-1,-1
relic,3396,-1,-1
relieve,2183,-1,1363
relieving,3886,-1,-1
relight,6972,-1,-1
relish,3563,-1,2013
relive,3811,-1,-1
reload,3740,-1,-1
relocate,3155,-1,-1
relock,7534,-1,-1
reluctant,2085,-1,1310
rely,1092,-1,-1
remake,2131,-1,1341
remark,2487,-1,-1
remarry,5765,-1,-1
rematch,3156,-1,-1
remedial,4415,-1,2379
remedy,2060,-1,-1
remember,102,93,89
reminder,1391,-1,-1
remindful,7709,-1,-1
remission,4000,-1,2199
remix,1655,-1,1088
remnant,3621,-1,-1
remodeler,7448,-1,3617
remold,7455,-1,-1
remorse,3000,-1,1765
remote,905,-1,-1
removable,3653,-1,-1
removal,999,-1,-1
removed,443,-1,364
remover,4784,-1,-1
removing,1129,-1,-1
rename,4034,-1,-1
renderer,6536,-1,3277
rendering,2132,-1,-1
rendition,3126,-1,-1
renegade,3856,-1,2151
renewable,1835,-1,-1
renewably,7710,-1,-1
renewal,2000,-1,-1
renewed,1546,-1,1027
renounce,4001,-1,-1
renovate,4522,-1,-1
renovator,7313,-1,3577
rentable,7019,-1,-1
rental,1433,670,973
rented,1909,-1,-1
renter,5434,-1,-1
reoccupy,7199,-1,-1
reoccur,7086,-1,3488
reopen,3226,1028,-1
reorder,6440,-1,-1
repackage,6571,-1,-1
repacking,7073,-1,-1
repaint,5920,-1,-1
repair,906,-1,666
repave,7294,-1,-1
repaying,5745,-1,-1
repayment,3157,-1,-1
repeal,1931,-1,-1
repeated,1101,-1,-1
repeater,5071,-1,-1
repent,3471,-1,-1
rephrase,5260,-1,-1
replace,671,427,532
replay,2061,-1,-1
replica,2455,-1,1493
reply,778,-1,592
reporter,1000,-1,730
repose,5500,-1,-1
repossess,6684,-1,3337
repost,2654,-1,-1
repressed,3741,-1,-1
reprimand,5038,-1,2647
reprint,3329,-1,-1
reprise,4850,-1,-1
reproach,4909,-1,-1
reprocess,7159,-1,-1
reproduce,2573,-1,-1
reprogram,6207,-1,-1
reps,2628,-1,1585
reptile,3775,-1,-1
reptilian,5501,-1,-1
repugnant,5010,-1,-1
repulsion,5921,-1,3017
repulsive,4035,-1,-1
repurpose,6354,-1,3206
reputable,3260,-1,1873
reputably,7535,-1,-1
request,474,-1,384
require,455,319,372
requisite,3812,-1,-1
reroute,6355,-1,3207
rerun,5039,1237,2648
resale,3671,-1,2064
resample,7389,-1,-1
rescuer,5970,-1,-1
reseal,7074,-1,-1
research,96,90,84
reselect,7492,-1,-1
reseller,5357,-1,2770
resemble,2289,-1,-1
resend,6787,-1,3371
resent,3366,-1,-1
reset,2034,-1,-1
reshape,5138,-1,-1
reshoot,6849,-1,-1
reshuffle,5301,-1,-1
residence,981,-1,-1
residency,2379,-1,-1
resident,953,-1,-1
residual,2896,-1,1710
residue,2866,-1,-1
resigned,1547,-1,-1
resilient,2971,-1,-1
resistant,1656,-1,-1
resisting,2717,-1,-1
resize,6230,-1,-1
resolute,4265,-1,-1
resolved,1434,-1,-1
resonant,4222,-1,-1
resonate,4002,-1,2200
resort,963,-1,704
resource,941,-1,691
respect,252,-1,213
resubmit,6459,-1,3243
result,164,-1,139
resume,1392,-1,952
resupply,5098,-1,-1
resurface,5864,-1,-1
resurrect,4491,-1,-1
retail,712,-1,-1
retainer,4266,-1,-1
retaining,2157,-1,1352
retake,3672,-1,-1
retaliate,4349,-1,-1
retention,2086,-1,-1
rethink,3065,-1,-1
retinal,4223,-1,-1
retired,863,-1,-1
retiree,5302,-1,-1
retiring,2110,-1,-1
retold,6022,-1,3063
retool,6668,-1,-1
retorted,5766,-1,-1
retouch,6717,-1,-1
retrace,5678,-1,-1
retract,4593,-1,-1
retrain,6134,-1,-1
retread,6822,-1,-1
retreat,1374,-1,-1
retrial,5652,-1,-1
retrieval,3539,-1,-1
retriever,4737,-1,-1
retry,6023,-1,-1
return,163,141,138
retying,7711,-1,-1
retype,7087,-1,3489
reunion,1790,753,-1
reunite,3397,-1,1936
reusable,3929,-1,-1
reuse,3398,-1,-1
reveal,876,-1,648
reveler,7393,-1,-1
revenge,1102,-1,-1
revenue,598,394,481
reverb,4983,-1,-1
revered,3500,-1,-1
reverence,3887,-1,-1
reverend,2261,-1,-1
reversal,2775,-1,-1
reverse,964,-1,705
reversing,3194,-1,-1
reversion,5943,-1,-1
revert,3472,-1,-1
revisable,7712,-1,-1
revise,3029,-1,-1
revision,2062,-1,-1
revisit,3432,-1,1953
revivable,7713,-1,-1
revival,1791,-1,-1
reviver,7111,-1,-1
reviving,4003,-1,-1
revocable,6441,-1,3233
revoke,3742,-1,-1
revolt,2290,-1,1412
revolver,3261,-1,-1
revolving,3262,-1,1874
reward,1024,551,742
rewash,7536,-1,-1
rewind,3813,-1,-1
rewire,6288,-1,-1
reword,6859,-1,-1
rework,5072,-1,-1
rewrap,7443,-1,3615
rewrite,3066,-1,1791
rhyme,2776,950,1658
ribbon,2087,818,1311
ribcage,6460,-1,3244
rice,713,444,-1
riches,2739,-1,1642
richly,3713,-1,2083
richness,3743,-1,-1
rickety,5715,-1,-1
ricotta,5716,-1,2919
riddance,5040,-1,-1
ridden,2599,-1,-1
ride,392,288,324
riding,786,-1,-1
rifling,5996,-1,-1
rift,2539,909,-1
rigging,3227,-1,-1
rigid,2237,853,1391
rigor,4458,-1,-1
rimless,6960,-1,-1
rimmed,5463,1283,-1
rind,5464,-1,-1
rink,3263,-1,-1
rinse,3030,990,-1
rinsing,5623,-1,-1
riot,1444,673,979
ripcord,7020,-1,-1
ripeness,6649,-1,-1
ripening,5553,-1,-1
ripping,2740,944,1643
ripple,3264,-1,1875
rippling,5653,-1,-1
riptide,6058,-1,3084
rise,429,-1,-1
rising,750,-1,-1
risk,244,203,206
risotto,5139,-1,2690
ritalin,6109,1326,3111
ritzy,6650,-1,3323
rival,1275,627,-1
riverbank,5435,-1,2806
riverbed,5997,-1,3052
riverboat,6208,-1,-1
riverside,2456,-1,-1
riveter,6860,-1,-1
riveting,4738,-1,-1
roamer,7171,-1,3518
roaming,2972,-1,-1
roast,1932,788,1239
robbing,3367,-1,-1
robe,2897,-1,1711
robin,1025,552,743
robotics,2867,-1,1700
robust,1767,-1,1140
rockband,7239,-1,3547
rocker,3501,-1,1984
rocket,1055,562,-1
rockfish,6651,-1,3324
rockiness,7714,-1,-1
rocking,2316,-1,1428
rocklike,7597,-1,-1
rockslide,7200,-1,3528
rockstar,3622,-1,2040
rocky,1315,-1,910
rogue,1884,778,1210
roman,779,464,593
romp,5197,-1,-1
rope,1509,694,-1
roping,6087,-1,-1
roster,1445,674,980
rosy,3673,-1,2065
rotten,2088,819,-1
rotting,3502,-1,-1
rotunda,5397,-1,-1
roulette,3330,-1,1907
rounding,3331,-1,-1
roundish,6895,-1,3414
roundness,6729,-1,3349
roundup,3654,-1,-1
roundworm,7075,-1,3479
routine,965,533,706
routing,2805,-1,-1
rover,2206,845,-1
roving,4785,-1,-1
royal,393,289,325
rubbed,2741,-1,-1
rubber,1175,604,827
rubbing,2349,-1,1444
rubble,3158,-1,-1
rubdown,7352,-1,3591
ruby,1676,-1,1099
ruckus,5099,1244,2672
rudder,3965,1116,2183
rug,2317,870,1429
ruined,1130,584,-1
rule,318,247,268
rumble,3195,-1,-1
rumbling,4851,-1,-1
rummage,6088,-1,-1
rumor,2291,863,1413
runaround,6635,-1,-1
rundown,4101,-1,-1
runner,1276,-1,883
running,147,130,124
runny,4910,-1,-1
runt,6256,-1,-1
runway,1813,-1,1166
rupture,3674,1090,-1
rural,663,423,525
ruse,4102,-1,-1
rush,798,472,-1
rust,2262,-1,-1
rut,4316,1148,-1
sabbath,2973,-1,1748
sabotage,2600,921,1568
sacrament,4004,-1,2201
sacred,1162,-1,-1
sacrifice,1093,572,-1
sadden,6907,-1,3420
saddlebag,7021,-1,3461
saddled,4911,-1,-1
saddling,6797,-1,-1
sadly,1277,628,-1
sadness,1910,-1,1226
safari,2574,-1,1553
safeguard,2806,-1,1672
safehouse,6669,-1,3332
safely,1193,609,840
safeness,7477,-1,-1
saffron,3930,-1,2174
saga,1933,789,1240
sage,2035,-1,-1
sagging,4954,-1,-1
saggy,5654,-1,-1
said,9,9,9
saint,907,-1,-1
sake,922,518,-1
salad,1330,-1,918
salami,5100,-1,-1
salaried,4878,-1,-1
salary,982,-1,718
saline,3540,-1,-1
salon,1934,-1,-1
saloon,3196,-1,1847
salsa,2868,-1,-1
salt,648,414,512
salutary,6356,-1,-1
salute,2350,-1,-1
salvage,2516,-1,1529
salvaging,5865,-1,-1
salvation,1740,-1,-1
same,26,26,24
sample,737,-1,-1
sampling,2238,-1,1392
sanction,3197,-1,-1
sanctity,4555,-1,-1
sanctuary,1792,-1,-1
